test_id,adult_females,adult_males,juveniles,pups,subadult_males
13559,31.0,8.0,11.0,20.0,5.0
13560,17.0,5.0,10.0,6.0,5.0
13561,57.0,8.0,15.0,27.0,6.0
13562,20.0,6.0,9.0,17.0,5.0
13563,16.0,5.0,12.0,5.0,4.0
13564,12.0,5.0,9.0,5.0,5.0
13565,42.0,9.0,12.0,13.0,5.0
13566,14.0,6.0,8.0,9.0,5.0
13567,16.0,6.0,11.0,12.0,6.0
13568,25.0,5.0,10.0,14.0,6.0
13569,12.0,5.0,9.0,7.0,5.0
13570,18.0,6.0,11.0,11.0,6.0
13571,25.0,7.0,16.0,12.0,7.0
13572,15.0,5.0,9.0,9.0,6.0
13573,12.0,5.0,9.0,5.0,4.0
13574,12.0,5.0,8.0,5.0,5.0
13575,14.0,5.0,9.0,6.0,5.0
13576,36.0,9.0,13.0,13.0,5.0
13577,21.0,6.0,13.0,12.0,6.0
13578,18.0,6.0,16.0,17.0,8.0
13579,14.0,5.0,9.0,7.0,6.0
13580,28.0,7.0,58.0,12.0,6.0
13581,34.0,9.0,12.0,18.0,7.0
13582,13.0,5.0,10.0,6.0,5.0
13583,14.0,5.0,17.0,15.0,7.0
13584,21.0,6.0,15.0,7.0,5.0
13585,16.0,5.0,10.0,6.0,5.0
13586,23.0,7.0,29.0,14.0,9.0
13587,25.0,6.0,11.0,14.0,5.0
13588,12.0,5.0,8.0,5.0,9.0
13589,11.0,5.0,9.0,5.0,4.0
13590,50.0,12.0,13.0,41.0,7.0
13591,14.0,5.0,10.0,5.0,6.0
13592,68.0,15.0,28.0,54.0,8.0
13593,29.0,6.0,15.0,16.0,5.0
13594,23.0,7.0,11.0,13.0,8.0
13595,14.0,6.0,15.0,6.0,6.0
13596,13.0,5.0,8.0,7.0,5.0
13597,17.0,5.0,11.0,6.0,5.0
13598,20.0,6.0,10.0,16.0,8.0
13599,14.0,5.0,8.0,6.0,5.0
13600,16.0,6.0,9.0,6.0,6.0
13601,13.0,5.0,11.0,5.0,5.0
13602,13.0,5.0,9.0,5.0,4.0
13603,13.0,5.0,10.0,6.0,4.0
13604,20.0,5.0,38.0,5.0,5.0
13605,22.0,7.0,10.0,16.0,5.0
13606,26.0,10.0,9.0,13.0,6.0
13607,12.0,5.0,9.0,5.0,6.0
13608,21.0,6.0,9.0,10.0,5.0
13609,13.0,5.0,11.0,6.0,5.0
13610,33.0,7.0,12.0,12.0,5.0
13611,16.0,5.0,13.0,7.0,5.0
13612,14.0,4.0,11.0,5.0,5.0
13613,18.0,5.0,12.0,5.0,7.0
13614,12.0,5.0,9.0,6.0,6.0
13615,18.0,5.0,11.0,9.0,5.0
13616,14.0,5.0,12.0,5.0,5.0
13617,14.0,4.0,10.0,5.0,6.0
13618,13.0,5.0,13.0,5.0,4.0
13619,14.0,5.0,8.0,9.0,5.0
13620,15.0,5.0,17.0,6.0,5.0
13621,20.0,5.0,13.0,10.0,5.0
13622,14.0,4.0,12.0,5.0,6.0
13623,17.0,5.0,13.0,9.0,8.0
13624,16.0,5.0,13.0,6.0,7.0
13625,13.0,5.0,9.0,8.0,6.0
13626,16.0,6.0,9.0,6.0,5.0
13627,12.0,5.0,8.0,6.0,7.0
13628,15.0,5.0,9.0,8.0,5.0
13629,16.0,5.0,14.0,14.0,6.0
13630,13.0,4.0,10.0,5.0,4.0
13631,51.0,10.0,13.0,35.0,6.0
13632,19.0,6.0,11.0,6.0,5.0
13633,13.0,5.0,11.0,8.0,5.0
13634,12.0,5.0,10.0,9.0,5.0
13635,18.0,5.0,14.0,6.0,5.0
13636,12.0,5.0,8.0,8.0,7.0
13637,21.0,7.0,13.0,9.0,5.0
13638,15.0,5.0,10.0,8.0,4.0
13639,53.0,14.0,13.0,36.0,8.0
13640,40.0,7.0,14.0,20.0,6.0
13641,13.0,5.0,8.0,8.0,5.0
13642,25.0,6.0,12.0,11.0,8.0
13643,13.0,5.0,8.0,7.0,5.0
13644,13.0,5.0,9.0,5.0,5.0
13645,12.0,5.0,9.0,8.0,6.0
13646,13.0,4.0,9.0,5.0,4.0
13647,12.0,5.0,9.0,5.0,8.0
13648,28.0,7.0,26.0,19.0,5.0
13649,11.0,5.0,9.0,5.0,6.0
13650,67.0,7.0,27.0,23.0,9.0
13651,15.0,4.0,12.0,5.0,7.0
13652,63.0,10.0,12.0,53.0,6.0
13653,26.0,6.0,14.0,14.0,8.0
13654,13.0,5.0,10.0,5.0,5.0
13655,31.0,6.0,9.0,17.0,6.0
13656,14.0,5.0,9.0,8.0,5.0
13657,18.0,5.0,13.0,6.0,5.0
13658,18.0,5.0,8.0,14.0,5.0
13659,14.0,5.0,12.0,6.0,5.0
13660,18.0,7.0,8.0,14.0,5.0
13661,24.0,6.0,11.0,9.0,9.0
13662,20.0,6.0,10.0,11.0,4.0
13663,14.0,5.0,8.0,9.0,5.0
13664,20.0,6.0,11.0,8.0,5.0
13665,25.0,7.0,33.0,8.0,8.0
13666,13.0,5.0,8.0,6.0,5.0
13667,12.0,5.0,9.0,5.0,5.0
13668,36.0,8.0,13.0,30.0,7.0
13669,81.0,15.0,29.0,34.0,10.0
13670,15.0,5.0,10.0,6.0,5.0
13671,14.0,5.0,12.0,6.0,7.0
13672,13.0,5.0,10.0,6.0,4.0
13673,13.0,5.0,8.0,6.0,5.0
13674,16.0,5.0,17.0,6.0,6.0
13675,15.0,5.0,10.0,5.0,5.0
13676,17.0,5.0,12.0,6.0,6.0
13677,13.0,5.0,9.0,5.0,5.0
13678,54.0,12.0,22.0,30.0,7.0
13679,13.0,6.0,8.0,8.0,5.0
13680,15.0,5.0,9.0,6.0,5.0
13681,22.0,6.0,13.0,9.0,5.0
13682,20.0,6.0,8.0,11.0,5.0
13683,13.0,6.0,9.0,6.0,4.0
13684,13.0,4.0,13.0,5.0,6.0
13685,26.0,5.0,29.0,5.0,5.0
13686,22.0,7.0,12.0,7.0,7.0
13687,14.0,5.0,8.0,9.0,5.0
13688,14.0,5.0,9.0,5.0,6.0
13689,11.0,5.0,9.0,5.0,5.0
13690,32.0,7.0,12.0,10.0,6.0
13691,31.0,8.0,19.0,14.0,6.0
13692,13.0,4.0,8.0,5.0,5.0
13693,11.0,5.0,8.0,6.0,5.0
13694,15.0,7.0,10.0,17.0,6.0
13695,32.0,6.0,12.0,9.0,5.0
13696,13.0,5.0,12.0,8.0,5.0
13697,15.0,6.0,8.0,8.0,5.0
13698,12.0,5.0,9.0,5.0,5.0
13699,15.0,5.0,8.0,6.0,4.0
13700,13.0,5.0,11.0,7.0,5.0
13701,61.0,9.0,29.0,17.0,9.0
13702,52.0,8.0,11.0,34.0,6.0
13703,24.0,5.0,25.0,11.0,6.0
13704,13.0,4.0,10.0,5.0,4.0
13705,18.0,7.0,14.0,20.0,6.0
13706,20.0,6.0,11.0,7.0,5.0
13707,13.0,4.0,10.0,5.0,5.0
13708,18.0,5.0,11.0,10.0,6.0
13709,12.0,5.0,9.0,6.0,5.0
13710,19.0,4.0,17.0,6.0,5.0
13711,12.0,5.0,8.0,6.0,5.0
13712,17.0,5.0,10.0,8.0,5.0
13713,15.0,4.0,10.0,5.0,4.0
13714,13.0,4.0,10.0,5.0,5.0
13715,14.0,5.0,8.0,6.0,6.0
13716,12.0,5.0,11.0,5.0,7.0
13717,15.0,4.0,12.0,5.0,7.0
13718,12.0,5.0,8.0,5.0,5.0
13719,19.0,5.0,12.0,5.0,5.0
13720,13.0,4.0,9.0,5.0,4.0
13721,20.0,6.0,11.0,12.0,7.0
13722,18.0,6.0,9.0,12.0,7.0
13723,13.0,5.0,9.0,6.0,6.0
13724,25.0,7.0,12.0,21.0,6.0
13725,13.0,5.0,13.0,5.0,5.0
13726,13.0,4.0,9.0,5.0,4.0
13727,24.0,7.0,13.0,12.0,5.0
13728,11.0,5.0,13.0,6.0,7.0
13729,21.0,6.0,29.0,7.0,6.0
13730,13.0,4.0,8.0,6.0,4.0
13731,15.0,5.0,15.0,10.0,6.0
13732,14.0,6.0,10.0,10.0,5.0
13733,25.0,10.0,9.0,20.0,5.0
13734,25.0,8.0,41.0,13.0,5.0
13735,14.0,4.0,11.0,5.0,4.0
13736,10.0,5.0,12.0,6.0,5.0
13737,14.0,5.0,11.0,5.0,5.0
13738,44.0,10.0,50.0,14.0,8.0
13739,12.0,5.0,8.0,5.0,7.0
13740,13.0,5.0,10.0,5.0,5.0
13741,54.0,15.0,12.0,38.0,7.0
13742,19.0,7.0,18.0,7.0,6.0
13743,13.0,5.0,8.0,8.0,5.0
13744,23.0,8.0,13.0,8.0,9.0
13745,13.0,5.0,9.0,5.0,4.0
13746,51.0,7.0,45.0,6.0,8.0
13747,12.0,5.0,8.0,6.0,4.0
13748,26.0,8.0,9.0,12.0,5.0
13749,13.0,5.0,9.0,5.0,6.0
13750,32.0,6.0,66.0,27.0,5.0
13751,12.0,5.0,9.0,5.0,5.0
13752,28.0,9.0,13.0,23.0,7.0
13753,29.0,8.0,11.0,12.0,5.0
13754,25.0,6.0,38.0,5.0,4.0
13755,11.0,5.0,8.0,5.0,5.0
13756,33.0,9.0,11.0,13.0,7.0
13757,13.0,4.0,10.0,5.0,4.0
13758,28.0,6.0,13.0,8.0,5.0
13759,17.0,5.0,12.0,5.0,4.0
13760,44.0,10.0,13.0,25.0,8.0
13761,22.0,5.0,9.0,5.0,5.0
13762,26.0,7.0,12.0,17.0,5.0
13763,13.0,4.0,10.0,5.0,5.0
13764,14.0,4.0,9.0,5.0,4.0
13765,13.0,4.0,10.0,5.0,5.0
13766,17.0,7.0,9.0,12.0,5.0
13767,14.0,5.0,9.0,6.0,5.0
13768,13.0,5.0,9.0,5.0,5.0
13769,13.0,4.0,9.0,5.0,5.0
13770,22.0,7.0,12.0,13.0,9.0
13771,13.0,5.0,10.0,5.0,5.0
13772,14.0,5.0,15.0,10.0,6.0
13773,57.0,8.0,31.0,32.0,8.0
13774,14.0,5.0,8.0,8.0,6.0
13775,30.0,8.0,11.0,20.0,5.0
13776,14.0,5.0,13.0,8.0,5.0
13777,31.0,6.0,10.0,22.0,5.0
13778,13.0,6.0,10.0,8.0,5.0
13779,40.0,9.0,11.0,23.0,8.0
13780,36.0,7.0,10.0,9.0,5.0
13781,28.0,8.0,34.0,20.0,7.0
13782,78.0,15.0,31.0,35.0,10.0
13783,107.0,14.0,29.0,60.0,8.0
13784,41.0,9.0,34.0,17.0,7.0
13785,19.0,6.0,8.0,10.0,5.0
13786,12.0,5.0,9.0,5.0,4.0
13787,29.0,6.0,30.0,15.0,5.0
13788,23.0,7.0,11.0,9.0,6.0
13789,13.0,5.0,10.0,8.0,5.0
13790,19.0,7.0,12.0,10.0,6.0
13791,41.0,6.0,10.0,9.0,6.0
13792,21.0,7.0,11.0,7.0,6.0
13793,16.0,5.0,13.0,7.0,6.0
13794,18.0,5.0,10.0,7.0,5.0
13795,32.0,7.0,11.0,14.0,5.0
13796,42.0,9.0,69.0,18.0,7.0
13797,13.0,5.0,10.0,6.0,5.0
13798,13.0,5.0,9.0,5.0,5.0
13799,14.0,5.0,8.0,10.0,6.0
13800,50.0,12.0,24.0,32.0,6.0
13801,20.0,7.0,11.0,25.0,6.0
13802,23.0,6.0,13.0,25.0,6.0
13803,30.0,9.0,9.0,23.0,7.0
13804,21.0,5.0,12.0,7.0,5.0
13805,13.0,4.0,13.0,5.0,5.0
13806,19.0,5.0,17.0,6.0,4.0
13807,19.0,5.0,11.0,7.0,5.0
13808,17.0,6.0,9.0,6.0,6.0
13809,12.0,5.0,8.0,5.0,5.0
13810,15.0,5.0,10.0,5.0,5.0
13811,30.0,9.0,14.0,29.0,7.0
13812,19.0,9.0,10.0,10.0,6.0
13813,13.0,5.0,9.0,6.0,5.0
13814,13.0,5.0,14.0,11.0,6.0
13815,13.0,5.0,9.0,5.0,4.0
13816,14.0,4.0,11.0,5.0,4.0
13817,16.0,6.0,13.0,5.0,6.0
13818,16.0,5.0,11.0,6.0,6.0
13819,29.0,8.0,10.0,15.0,5.0
13820,29.0,8.0,15.0,13.0,7.0
13821,13.0,5.0,9.0,5.0,5.0
13822,13.0,5.0,8.0,8.0,4.0
13823,16.0,5.0,8.0,9.0,5.0
13824,23.0,5.0,28.0,12.0,10.0
13825,18.0,5.0,17.0,7.0,5.0
13826,93.0,8.0,25.0,52.0,7.0
13827,34.0,6.0,12.0,14.0,6.0
13828,31.0,5.0,18.0,5.0,5.0
13829,13.0,4.0,10.0,5.0,5.0
13830,12.0,5.0,12.0,5.0,7.0
13831,17.0,6.0,35.0,8.0,6.0
13832,41.0,7.0,20.0,8.0,8.0
13833,27.0,6.0,9.0,17.0,6.0
13834,14.0,5.0,10.0,5.0,5.0
13835,27.0,7.0,65.0,17.0,7.0
13836,38.0,8.0,13.0,15.0,4.0
13837,33.0,9.0,75.0,24.0,7.0
13838,17.0,5.0,10.0,6.0,5.0
13839,14.0,5.0,20.0,6.0,5.0
13840,14.0,5.0,9.0,8.0,5.0
13841,13.0,4.0,9.0,6.0,9.0
13842,13.0,5.0,8.0,6.0,5.0
13843,22.0,6.0,13.0,12.0,6.0
13844,27.0,8.0,11.0,12.0,5.0
13845,28.0,9.0,11.0,16.0,5.0
13846,36.0,9.0,12.0,13.0,8.0
13847,15.0,6.0,8.0,9.0,6.0
13848,30.0,7.0,11.0,11.0,5.0
13849,43.0,10.0,12.0,34.0,5.0
13850,18.0,7.0,12.0,15.0,6.0
13851,25.0,6.0,12.0,18.0,6.0
13852,46.0,10.0,11.0,18.0,6.0
13853,15.0,4.0,12.0,6.0,6.0
13854,12.0,5.0,9.0,6.0,8.0
13855,86.0,11.0,22.0,61.0,9.0
13856,14.0,5.0,9.0,6.0,5.0
13857,14.0,4.0,13.0,5.0,5.0
13858,27.0,8.0,11.0,32.0,6.0
13859,14.0,4.0,9.0,5.0,4.0
13860,36.0,6.0,14.0,14.0,6.0
13861,14.0,5.0,10.0,5.0,4.0
13862,13.0,4.0,8.0,5.0,4.0
13863,14.0,6.0,7.0,8.0,5.0
13864,16.0,5.0,11.0,7.0,5.0
13865,28.0,8.0,22.0,15.0,7.0
13866,13.0,5.0,9.0,5.0,7.0
13867,12.0,5.0,8.0,6.0,5.0
13868,14.0,5.0,11.0,8.0,5.0
13869,28.0,9.0,10.0,30.0,8.0
13870,14.0,5.0,8.0,6.0,5.0
13871,13.0,5.0,10.0,6.0,4.0
13872,27.0,6.0,10.0,22.0,6.0
13873,15.0,5.0,13.0,11.0,7.0
13874,43.0,8.0,22.0,32.0,8.0
13875,14.0,7.0,9.0,11.0,5.0
13876,25.0,6.0,10.0,7.0,5.0
13877,13.0,5.0,9.0,8.0,5.0
13878,29.0,5.0,24.0,6.0,5.0
13879,17.0,5.0,12.0,6.0,4.0
13880,34.0,8.0,19.0,13.0,5.0
13881,13.0,5.0,11.0,6.0,5.0
13882,20.0,5.0,19.0,5.0,5.0
13883,14.0,5.0,12.0,6.0,6.0
13884,17.0,7.0,11.0,10.0,5.0
13885,17.0,5.0,10.0,6.0,4.0
13886,15.0,5.0,8.0,8.0,5.0
13887,25.0,7.0,21.0,8.0,6.0
13888,32.0,8.0,13.0,18.0,6.0
13889,16.0,5.0,9.0,8.0,5.0
13890,13.0,5.0,10.0,5.0,5.0
13891,13.0,5.0,9.0,7.0,8.0
13892,43.0,7.0,34.0,19.0,10.0
13893,13.0,4.0,10.0,5.0,4.0
13894,47.0,7.0,9.0,17.0,7.0
13895,11.0,5.0,9.0,5.0,5.0
13896,16.0,4.0,14.0,5.0,4.0
13897,40.0,8.0,20.0,21.0,10.0
13898,13.0,5.0,8.0,8.0,5.0
13899,23.0,5.0,12.0,6.0,5.0
13900,12.0,5.0,10.0,6.0,8.0
13901,13.0,5.0,15.0,12.0,5.0
13902,17.0,6.0,12.0,10.0,6.0
13903,16.0,5.0,15.0,6.0,5.0
13904,18.0,5.0,12.0,6.0,8.0
13905,13.0,5.0,10.0,5.0,5.0
13906,35.0,6.0,11.0,8.0,5.0
13907,13.0,5.0,9.0,5.0,5.0
13908,14.0,5.0,9.0,7.0,5.0
13909,13.0,5.0,8.0,6.0,5.0
13910,33.0,9.0,12.0,14.0,5.0
13911,14.0,4.0,11.0,6.0,5.0
13912,13.0,5.0,12.0,5.0,5.0
13913,14.0,5.0,11.0,5.0,5.0
13914,28.0,7.0,13.0,13.0,6.0
13915,16.0,6.0,12.0,7.0,6.0
13916,13.0,5.0,8.0,6.0,4.0
13917,25.0,6.0,12.0,10.0,5.0
13918,17.0,5.0,12.0,7.0,6.0
13919,12.0,5.0,9.0,6.0,6.0
13920,26.0,8.0,9.0,17.0,5.0
13921,15.0,5.0,15.0,16.0,6.0
13922,38.0,8.0,10.0,21.0,4.0
13923,47.0,10.0,28.0,42.0,6.0
13924,12.0,5.0,9.0,5.0,5.0
13925,15.0,5.0,10.0,8.0,5.0
13926,18.0,5.0,20.0,16.0,7.0
13927,15.0,4.0,17.0,6.0,5.0
13928,32.0,7.0,20.0,12.0,7.0
13929,18.0,5.0,11.0,6.0,4.0
13930,13.0,5.0,9.0,8.0,4.0
13931,12.0,5.0,9.0,6.0,5.0
13932,25.0,10.0,12.0,33.0,6.0
13933,15.0,5.0,8.0,11.0,6.0
13934,13.0,5.0,10.0,5.0,5.0
13935,12.0,5.0,8.0,7.0,5.0
13936,17.0,5.0,16.0,6.0,5.0
13937,13.0,4.0,12.0,6.0,7.0
13938,17.0,5.0,12.0,7.0,5.0
13939,29.0,6.0,16.0,8.0,7.0
13940,76.0,12.0,25.0,70.0,8.0
13941,18.0,5.0,12.0,7.0,7.0
13942,14.0,5.0,11.0,7.0,6.0
13943,23.0,6.0,16.0,22.0,8.0
13944,12.0,5.0,8.0,8.0,5.0
13945,14.0,5.0,8.0,10.0,5.0
13946,21.0,5.0,11.0,9.0,5.0
13947,27.0,6.0,10.0,17.0,5.0
13948,13.0,4.0,10.0,5.0,4.0
13949,14.0,5.0,8.0,5.0,5.0
13950,16.0,6.0,12.0,6.0,4.0
13951,13.0,5.0,8.0,5.0,5.0
13952,12.0,5.0,10.0,5.0,5.0
13953,41.0,6.0,10.0,12.0,5.0
13954,23.0,6.0,12.0,12.0,5.0
13955,13.0,4.0,9.0,5.0,4.0
13956,24.0,7.0,15.0,12.0,6.0
13957,13.0,5.0,9.0,5.0,7.0
13958,44.0,12.0,13.0,26.0,7.0
13959,41.0,9.0,17.0,37.0,7.0
13960,14.0,5.0,10.0,5.0,5.0
13961,14.0,5.0,9.0,9.0,6.0
13962,14.0,5.0,9.0,20.0,5.0
13963,17.0,5.0,12.0,8.0,6.0
13964,14.0,5.0,11.0,5.0,5.0
13965,23.0,6.0,8.0,10.0,5.0
13966,15.0,5.0,8.0,6.0,5.0
13967,23.0,7.0,12.0,16.0,5.0
13968,18.0,6.0,11.0,9.0,7.0
13969,22.0,7.0,13.0,12.0,6.0
13970,14.0,4.0,12.0,5.0,5.0
13971,13.0,4.0,11.0,5.0,4.0
13972,16.0,5.0,9.0,7.0,5.0
13973,29.0,6.0,12.0,5.0,6.0
13974,15.0,6.0,8.0,8.0,5.0
13975,34.0,9.0,10.0,27.0,5.0
13976,12.0,5.0,10.0,5.0,6.0
13977,16.0,5.0,13.0,12.0,5.0
13978,22.0,6.0,10.0,10.0,7.0
13979,18.0,5.0,12.0,7.0,6.0
13980,17.0,6.0,12.0,8.0,6.0
13981,13.0,4.0,10.0,5.0,4.0
13982,14.0,6.0,10.0,8.0,6.0
13983,20.0,6.0,8.0,13.0,8.0
13984,15.0,4.0,13.0,6.0,5.0
13985,13.0,5.0,8.0,7.0,5.0
13986,13.0,4.0,9.0,5.0,4.0
13987,15.0,6.0,10.0,15.0,5.0
13988,14.0,4.0,11.0,5.0,4.0
13989,12.0,5.0,9.0,5.0,4.0
13990,17.0,5.0,19.0,6.0,5.0
13991,18.0,5.0,14.0,8.0,5.0
13992,19.0,6.0,11.0,9.0,5.0
13993,42.0,8.0,16.0,23.0,11.0
13994,13.0,4.0,9.0,6.0,5.0
13995,11.0,5.0,9.0,8.0,6.0
13996,18.0,5.0,8.0,5.0,4.0
13997,27.0,9.0,22.0,20.0,6.0
13998,13.0,4.0,11.0,6.0,4.0
13999,15.0,6.0,9.0,8.0,8.0
14000,47.0,10.0,23.0,28.0,7.0
14001,27.0,8.0,11.0,16.0,6.0
14002,37.0,6.0,33.0,7.0,6.0
14003,16.0,6.0,10.0,6.0,8.0
14004,15.0,5.0,9.0,10.0,5.0
14005,12.0,4.0,9.0,5.0,5.0
14006,13.0,5.0,9.0,5.0,7.0
14007,41.0,8.0,16.0,28.0,8.0
14008,29.0,6.0,23.0,6.0,6.0
14009,15.0,5.0,9.0,7.0,4.0
14010,14.0,5.0,8.0,10.0,5.0
14011,54.0,10.0,14.0,48.0,7.0
14012,28.0,6.0,9.0,15.0,7.0
14013,35.0,11.0,11.0,36.0,7.0
14014,27.0,6.0,13.0,6.0,6.0
14015,12.0,5.0,9.0,6.0,5.0
14016,13.0,5.0,7.0,5.0,4.0
14017,12.0,4.0,9.0,5.0,4.0
14018,30.0,11.0,69.0,30.0,10.0
14019,24.0,5.0,9.0,7.0,4.0
14020,17.0,5.0,20.0,15.0,7.0
14021,17.0,5.0,14.0,6.0,5.0
14022,12.0,5.0,9.0,5.0,5.0
14023,11.0,5.0,9.0,6.0,5.0
14024,13.0,5.0,11.0,5.0,5.0
14025,14.0,5.0,9.0,6.0,5.0
14026,17.0,7.0,11.0,8.0,5.0
14027,13.0,5.0,8.0,7.0,5.0
14028,28.0,6.0,10.0,18.0,7.0
14029,13.0,5.0,8.0,5.0,4.0
14030,24.0,8.0,24.0,7.0,7.0
14031,20.0,8.0,12.0,15.0,6.0
14032,12.0,5.0,9.0,5.0,6.0
14033,13.0,5.0,10.0,6.0,7.0
14034,21.0,5.0,14.0,11.0,6.0
14035,13.0,5.0,12.0,5.0,5.0
14036,11.0,5.0,9.0,6.0,5.0
14037,14.0,5.0,11.0,5.0,4.0
14038,13.0,4.0,10.0,6.0,7.0
14039,35.0,8.0,29.0,11.0,7.0
14040,22.0,6.0,13.0,7.0,6.0
14041,12.0,5.0,8.0,5.0,5.0
14042,24.0,7.0,14.0,22.0,6.0
14043,26.0,7.0,11.0,16.0,7.0
14044,13.0,5.0,10.0,5.0,6.0
14045,13.0,5.0,9.0,6.0,5.0
14046,14.0,5.0,11.0,9.0,6.0
14047,13.0,4.0,9.0,5.0,4.0
14048,15.0,6.0,12.0,8.0,6.0
14049,14.0,5.0,9.0,5.0,5.0
14050,26.0,7.0,11.0,18.0,8.0
14051,40.0,8.0,11.0,13.0,6.0
14052,22.0,6.0,8.0,12.0,6.0
14053,30.0,8.0,27.0,23.0,9.0
14054,24.0,7.0,13.0,13.0,6.0
14055,18.0,5.0,14.0,9.0,6.0
14056,35.0,9.0,14.0,19.0,6.0
14057,70.0,7.0,21.0,42.0,9.0
14058,23.0,5.0,23.0,9.0,8.0
14059,13.0,5.0,8.0,5.0,9.0
14060,12.0,6.0,10.0,6.0,5.0
14061,15.0,6.0,10.0,6.0,8.0
14062,14.0,4.0,8.0,7.0,4.0
14063,30.0,6.0,11.0,17.0,9.0
14064,13.0,5.0,11.0,5.0,7.0
14065,29.0,6.0,13.0,12.0,7.0
14066,11.0,4.0,10.0,6.0,5.0
14067,17.0,5.0,10.0,11.0,7.0
14068,13.0,4.0,8.0,5.0,5.0
14069,16.0,5.0,8.0,7.0,4.0
14070,15.0,4.0,12.0,5.0,5.0
14071,12.0,5.0,8.0,5.0,5.0
14072,34.0,12.0,12.0,34.0,6.0
14073,12.0,4.0,10.0,5.0,6.0
14074,13.0,4.0,9.0,5.0,4.0
14075,13.0,4.0,9.0,5.0,5.0
14076,36.0,8.0,70.0,16.0,7.0
14077,53.0,9.0,18.0,33.0,7.0
14078,92.0,9.0,31.0,33.0,8.0
14079,35.0,8.0,22.0,10.0,5.0
14080,39.0,8.0,12.0,12.0,7.0
14081,30.0,5.0,12.0,9.0,6.0
14082,13.0,5.0,10.0,5.0,5.0
14083,12.0,5.0,8.0,5.0,5.0
14084,13.0,5.0,10.0,5.0,8.0
14085,18.0,5.0,15.0,9.0,10.0
14086,12.0,5.0,8.0,6.0,5.0
14087,43.0,8.0,13.0,24.0,6.0
14088,41.0,7.0,13.0,31.0,5.0
14089,22.0,6.0,14.0,8.0,6.0
14090,33.0,8.0,14.0,8.0,5.0
14091,17.0,5.0,12.0,7.0,4.0
14092,19.0,5.0,12.0,10.0,5.0
14093,11.0,5.0,9.0,5.0,6.0
14094,14.0,4.0,12.0,5.0,4.0
14095,15.0,4.0,11.0,5.0,6.0
14096,14.0,5.0,10.0,6.0,5.0
14097,13.0,4.0,10.0,6.0,9.0
14098,13.0,5.0,8.0,9.0,5.0
14099,17.0,5.0,12.0,6.0,7.0
14100,14.0,5.0,11.0,5.0,5.0
14101,14.0,5.0,11.0,5.0,4.0
14102,30.0,7.0,73.0,10.0,8.0
14103,28.0,7.0,13.0,15.0,6.0
14104,23.0,5.0,20.0,6.0,5.0
14105,27.0,6.0,24.0,11.0,6.0
14106,14.0,4.0,10.0,5.0,6.0
14107,13.0,4.0,10.0,5.0,4.0
14108,90.0,15.0,21.0,63.0,9.0
14109,20.0,5.0,25.0,7.0,5.0
14110,95.0,8.0,13.0,66.0,7.0
14111,13.0,6.0,10.0,5.0,5.0
14112,35.0,7.0,97.0,8.0,7.0
14113,12.0,5.0,8.0,8.0,12.0
14114,49.0,7.0,44.0,17.0,5.0
14115,13.0,4.0,10.0,5.0,5.0
14116,32.0,5.0,36.0,10.0,8.0
14117,14.0,5.0,8.0,10.0,6.0
14118,12.0,4.0,10.0,5.0,7.0
14119,90.0,16.0,12.0,49.0,7.0
14120,14.0,5.0,10.0,12.0,7.0
14121,12.0,4.0,13.0,5.0,4.0
14122,17.0,6.0,10.0,7.0,5.0
14123,36.0,8.0,27.0,14.0,7.0
14124,19.0,5.0,14.0,6.0,5.0
14125,23.0,5.0,24.0,7.0,5.0
14126,17.0,5.0,16.0,6.0,4.0
14127,35.0,11.0,12.0,24.0,6.0
14128,16.0,4.0,12.0,5.0,4.0
14129,48.0,7.0,22.0,25.0,5.0
14130,13.0,5.0,9.0,5.0,6.0
14131,27.0,6.0,19.0,13.0,6.0
14132,35.0,8.0,17.0,20.0,8.0
14133,20.0,7.0,8.0,14.0,4.0
14134,14.0,5.0,10.0,5.0,5.0
14135,18.0,5.0,12.0,6.0,5.0
14136,15.0,5.0,12.0,5.0,6.0
14137,25.0,7.0,14.0,14.0,6.0
14138,15.0,5.0,10.0,5.0,5.0
14139,12.0,4.0,11.0,5.0,6.0
14140,17.0,5.0,12.0,7.0,5.0
14141,44.0,12.0,12.0,46.0,7.0
14142,12.0,5.0,8.0,5.0,5.0
14143,15.0,5.0,11.0,8.0,4.0
14144,37.0,9.0,35.0,10.0,5.0
14145,36.0,9.0,16.0,39.0,7.0
14146,24.0,5.0,13.0,5.0,4.0
14147,27.0,6.0,13.0,12.0,5.0
14148,12.0,5.0,8.0,7.0,6.0
14149,14.0,4.0,9.0,6.0,4.0
14150,12.0,4.0,8.0,5.0,4.0
14151,30.0,6.0,16.0,16.0,5.0
14152,20.0,7.0,12.0,12.0,5.0
14153,33.0,6.0,13.0,19.0,6.0
14154,12.0,4.0,9.0,5.0,5.0
14155,26.0,7.0,10.0,16.0,4.0
14156,56.0,7.0,35.0,27.0,10.0
14157,13.0,5.0,10.0,5.0,5.0
14158,63.0,7.0,72.0,23.0,8.0
14159,12.0,5.0,8.0,5.0,4.0
14160,16.0,5.0,13.0,9.0,6.0
14161,13.0,4.0,12.0,5.0,4.0
14162,19.0,7.0,13.0,12.0,6.0
14163,17.0,7.0,23.0,8.0,8.0
14164,16.0,5.0,11.0,8.0,4.0
14165,14.0,5.0,9.0,5.0,5.0
